ID,Prediction
1,0.23333333333333334
2,0.08666666666666667
3,0.11333333333333333
4,0.23333333333333334
5,0.016666666666666666
6,0.06
7,0.03
8,0.43666666666666665
9,0.5633333333333334
10,0.5
11,0.04666666666666667
12,0.18
13,0.5566666666666666
14,0.7366666666666667
15,0.016666666666666666
16,0.4866666666666667
17,0.27
18,0.48333333333333334
19,0.53
20,0.20333333333333334
21,0.18666666666666668
22,0.3233333333333333
23,0.6033333333333334
24,0.75
25,0.08666666666666667
26,0.37
27,0.06666666666666667
28,0.21333333333333335
29,0.07
30,0.4766666666666667
31,0.15666666666666668
32,0.18333333333333332
33,0.013333333333333334
34,0.013333333333333334
35,0.3433333333333333
36,0.03666666666666667
37,0.013333333333333334
38,0.45666666666666667
39,0.2
40,0.3233333333333333
41,0.65
42,0.09
43,0.6533333333333333
44,0.38666666666666666
45,0.03
46,0.0033333333333333335
47,0.03666666666666667
48,0.33666666666666667
49,0.29333333333333333
50,0.17666666666666667
51,0.0033333333333333335
52,0.056666666666666664
53,0.6766666666666666
54,0.32666666666666666
55,0.42333333333333334
56,0.43666666666666665
57,0.043333333333333335
58,0.41
59,0.43333333333333335
60,0.5933333333333334
61,0.01
62,0.6866666666666666
63,0.10666666666666667
64,0.01
65,0.0033333333333333335
66,0.07
67,0.8933333333333333
68,0.10666666666666667
69,0.01
70,0.023333333333333334
71,0.05
72,0.37
73,0.01
74,0.07333333333333333
75,0.44
76,0.07333333333333333
77,0.03
78,0.043333333333333335
79,0.2
80,0.043333333333333335
81,0.24333333333333335
82,0.11
83,0.09333333333333334
84,0.023333333333333334
85,0.28
86,0.8166666666666667
87,0.14666666666666667
88,0.006666666666666667
89,0.19666666666666666
90,0.7633333333333333
91,0.5233333333333333
92,0.7533333333333333
93,0.04
94,0.07333333333333333
95,0.5166666666666667
96,0.49666666666666665
97,0.04666666666666667
98,0.006666666666666667
99,0.24333333333333335
100,0.3333333333333333
101,0.6933333333333334
102,0.13666666666666666
103,0.16
104,0.72
105,0.7266666666666667
106,0.13
107,0.19666666666666666
108,0.06666666666666667
109,0.63
110,0.19666666666666666
111,0.04
112,0.05
113,0.023333333333333334
114,0.07666666666666666
115,0.17666666666666667
116,0.24333333333333335
117,0.013333333333333334
118,0.016666666666666666
119,0.05
120,0.23333333333333334
121,0.75
122,0.15
123,0.68
124,0.18
125,0.8233333333333334
126,0.06
127,0.37
128,0.33
129,0.33
130,0.3233333333333333
131,0.5666666666666667
132,0.13333333333333333
133,0.62
134,0.6933333333333334
135,0.29333333333333333
136,0.08
137,0.023333333333333334
138,0.01
139,0.03
140,0.02
141,0.19
142,0.02666666666666667
143,0.01
144,0.38666666666666666
145,0.14
146,0.5166666666666667
147,0.07333333333333333
148,0.2966666666666667
149,0.38666666666666666
150,0.1
151,0.5833333333333334
152,0.37666666666666665
153,0.25666666666666665
154,0.13333333333333333
155,0.4666666666666667
156,0.5766666666666667
157,0.41333333333333333
158,0.03333333333333333
159,0.016666666666666666
160,0.31
161,0.74
162,0.54
163,0.02666666666666667
164,0.04
165,0.08
166,0.63
167,0.35
168,0.18
169,0.17666666666666667
170,0.1
171,0.54
172,0.02
173,0.32666666666666666
174,0.07333333333333333
175,0.17
176,0.4866666666666667
177,0.30333333333333334
178,0.33
179,0.03333333333333333
180,0.023333333333333334
181,0.5233333333333333
182,0.27666666666666667
183,0.08666666666666667
184,0.15666666666666668
185,0.0033333333333333335
186,0.06666666666666667
187,0.07333333333333333
188,0.14666666666666667
189,0.06333333333333334
190,0.06
191,0.08333333333333333
192,0.41333333333333333
193,0.16
194,0.73
195,0.31
196,0.09666666666666666
197,0.4866666666666667
198,0.05333333333333334
199,0.33
200,0.24333333333333335
201,0.03666666666666667
202,0.19666666666666666
203,0.043333333333333335
204,0.15333333333333332
205,0.04666666666666667
206,0.6266666666666667
207,0.33
208,0.05
209,0.7466666666666667
210,0.05333333333333334
211,0.17333333333333334
212,0.44
213,0.13
214,0.03
215,0.04666666666666667
216,0.2733333333333333
217,0.006666666666666667
218,0.13666666666666666
219,0.05333333333333334
220,0.79
221,0.3466666666666667
222,0.013333333333333334
223,0.016666666666666666
224,0.9566666666666667
225,0.6466666666666666
226,0.0033333333333333335
227,0.04666666666666667
228,0.24666666666666667
229,0.01
230,0.37333333333333335
231,0.75
232,0.24333333333333335
233,0.6066666666666667
234,0.3933333333333333
235,0.6566666666666666
236,0.32
237,0.20666666666666667
238,0.16
239,0.36
240,0.013333333333333334
241,0.2833333333333333
242,0.043333333333333335
243,0.03333333333333333
244,0.32666666666666666
245,0.17333333333333334
246,0.6033333333333334
247,0.06
248,0.78
249,0.5366666666666666
250,0.5366666666666666
251,0.13333333333333333
252,0.22
253,0.04
254,0.01
255,0.33
256,0.01
257,0.4
258,0.51
259,0.4
260,0.02
261,0.04666666666666667
262,0.35
263,0.04
264,0.22333333333333333
265,0.10333333333333333
266,0.03666666666666667
267,0.05
268,0.7433333333333333
269,0.04
270,0.006666666666666667
271,0.4766666666666667
272,0.02666666666666667
273,0.01
274,0.29333333333333333
275,0.12666666666666668
276,0.24
277,0.13666666666666666
